name,chr,strand,start,end,symbol
7971486,chr13,-,45815102,45910326,C13orf18
7971513,chr13,-,46243391,46269368,ESD
7971526,chr13,-,46305513,46368176,HTR2A
7971535,chr13,-,46429275,46429372,---
7971537,chr13,-,46429373,46429438,---
7971539,chr13,-,46931076,46931370,---
7971541,chr13,-,47414791,47473463,SUCLA2
7971550,chr13,-,47548092,47567241,MED4
7971561,chr13,-,47606494,47606671,RP11-90M2.3
7971565,chr13,-,47883184,47916841,P2RY5
7971573,chr13,-,47961099,48005317,RCBTB2
7971590,chr13,-,48782790,48873500,CAB39L
7971602,chr13,-,49004082,49057720,RCBTB1
7971615,chr13,-,49132810,49163624,EBPL
7971620,chr13,-,49171444,49265058,KPNA3
7971644,chr13,-,49384842,49408626,C13orf1
7971653,chr13,-,49516048,49554140,DLEU2
7971659,chr13,-,49521109,49521198,---
7971661,chr13,-,49521255,49521338,---
7971663,chr13,-,50184759,50315886,DLEU7
7971669,chr13,-,50285124,50285243,---
7971671,chr13,-,50487552,50538344,GUCY1B2
7971690,chr13,-,50499901,50499989,---
7971692,chr13,-,50837364,50925135,INTS6
7971711,chr13,-,51066055,51066351,---
7971713,chr13,-,51240131,51276294,DHRS12
7971723,chr13,-,51285483,51317287,RP11-327P2.4
7971727,chr13,-,51379956,51382216,CTAGE3
7971731,chr13,-,51404805,51483631,ATP7B
7971757,chr13,-,51536900,51601215,NEK5
7971780,chr13,-,51604779,51631511,NEK3
7971800,chr13,-,51639847,51666603,THSD1P
7971813,chr13,-,51849304,51878630,THSD1
7971820,chr13,-,51884841,51922755,VPS36
7971838,chr13,-,52175399,52211948,LECT1
7971850,chr13,-,52316109,52320775,PCDH8
7971858,chr13,-,53912797,53913472,RP11-365K22.1
7971860,chr13,-,56357415,56357737,---
7971862,chr13,-,57356550,57356622,---
7971866,chr13,-,59246297,59485344,DIAPH3
7971901,chr13,-,59659872,59659965,---
7971905,chr13,-,60881819,60887656,PCDH20
7971911,chr13,-,61130126,61130211,---
7971913,chr13,-,63283510,63283741,---
7971915,chr13,-,63300980,63315575,FLJ25694
7971922,chr13,-,65776787,66702464,PCDH9
7971931,chr13,-,68165938,68166212,---
7971933,chr13,-,68181508,68181577,---
7971935,chr13,-,68181640,68181704,---
7971937,chr13,-,69172726,69580626,KLHL1
7971950,chr13,-,70910098,71339331,DACH1
7971965,chr13,-,72219650,72222454,LOC100129884
7971967,chr13,-,72227542,72254007,DIS3
7971996,chr13,-,72353246,72353353,---
7971998,chr13,-,72572716,72573124,---
7972001,chr13,-,72585052,72585156,---
7972003,chr13,-,73158149,73606067,KLF12
7972016,chr13,-,73761237,73761352,---
7972018,chr13,-,73885094,73891253,---
7972021,chr13,-,74756809,74954251,TBC1D4
7972044,chr13,-,74997355,75010939,COMMD6
7972053,chr13,-,75036083,75036189,---
7972055,chr13,-,76352304,76358541,KCTD12
7972062,chr13,-,76477390,76499332,FBXL3
7972069,chr13,-,76516792,76799178,MYCBP2
7972157,chr13,-,77367624,77390946,EDNRB
7972173,chr13,-,77419639,77419908,---
7972175,chr13,-,77827362,77827464,---
7972177,chr13,-,78071230,78075696,POU4F1
7972180,chr13,-,78086421,78131315,RNF219
7972190,chr13,-,78792099,78877924,RBM26
7972215,chr13,-,78861677,78861766,---
7972217,chr13,-,79808111,79811795,SPRY2
7972223,chr13,-,79841561,79841670,---
7972225,chr13,-,82391029,82392457,---
7972229,chr13,-,82770206,82770302,---
7972231,chr13,-,83349343,83354529,SLITRK1
7972237,chr13,-,85056883,85056989,---
7972239,chr13,-,85264922,85271484,SLITRK6
7972247,chr13,-,88810008,88813612,RP11-114G1.1
7972251,chr13,-,89283564,89283762,---
7972253,chr13,-,89586000,89586095,---
7972255,chr13,-,90232024,90232123,---
7972257,chr13,-,93475749,93475849,---
7972259,chr13,-,93889841,93929937,DCT
7972269,chr13,-,94024308,94046512,TGDS
7972287,chr13,-,94101651,94101766,---
7972289,chr13,-,94149477,94149757,---
7972291,chr13,-,94160748,94162511,SOX21
7972297,chr13,-,94471808,94751574,ABCC4
7972334,chr13,-,94786360,94786456,---
7972336,chr13,-,95028457,95093518,DZIP1
7972365,chr13,-,95144750,95144819,---
7972369,chr13,-,95251838,95503737,UGCGL2
7972416,chr13,-,95530492,95530582,---
7972418,chr13,-,96147937,96147984,---
7972420,chr13,-,96334096,96340068,HSP90AB6P
7972426,chr13,-,96399548,96399788,---
7972428,chr13,-,96436894,96438031,OXGR1
7972438,chr13,-,97626039,97627522,RNF113B
7972442,chr13,-,97654177,97654447,---
7972444,chr13,-,97900455,97972342,STK24
7972461,chr13,-,98134057,98202930,SLC15A1
7972487,chr13,-,98243741,98536661,DOCK9
7972546,chr13,-,98640833,98641246,---
7972548,chr13,-,98704967,98708683,GPR18
7972557,chr13,-,98744789,98757750,GPR183
7972561,chr13,-,98986573,98986651,---
7972563,chr13,-,99234111,99234238,---
7972565,chr13,-,99234309,99234412,---
7972567,chr13,-,99413275,99422179,ZIC5
7972570,chr13,-,99981811,99983998,A2LD1
7972579,chr13,-,100054090,100125104,TMTC4
7972601,chr13,-,100504130,100866814,NALCN
7972650,chr13,-,101171205,101852125,FGF14
7972661,chr13,-,101229233,101229399,---
7972663,chr13,-,101467303,101467420,---
7972665,chr13,-,102136097,102144855,C13orf39
7972670,chr13,-,102179719,102183050,FLJ40176
7972672,chr13,-,102184976,102187170,FLJ40176
7972674,chr13,-,102216467,102224143,C13orf27
7972682,chr13,-,102234632,102249323,KDELC1
7972692,chr13,-,102494348,102517197,SLC10A2
7972699,chr13,+,104916394,104941380,G30
7972711,chr13,-,105605750,105605840,---
7972713,chr13,-,105940096,105985338,EFNB2
7972723,chr13,-,105993662,106018515,ARGLU1
7972733,chr13,-,106313939,106314678,---
7972735,chr13,-,106771243,106771312,---
7972737,chr13,-,107657792,107665131,LIG4
7972743,chr13,-,107751590,107751679,---
7972745,chr13,-,109204184,109236915,IRS2
7972750,chr13,-,109599310,109757497,COL4A1
7972803,chr13,-,109741076,109741168,---
7972805,chr13,-,109973413,110012072,RAB20
7972808,chr13,-,110064242,110066701,---
7972810,chr13,-,110091757,110156481,CARS2
7972826,chr13,-,110319560,110320656,C13orf29
7972828,chr13,-,110328887,110365417,ANKRD10
7972840,chr13,-,112187328,112290482,TUBGCP3
7972867,chr13,-,112879925,112911030,PCID2
7972888,chr13,-,112890116,112891311,PCID2
7972890,chr13,-,113027377,113057752,GRTP1
7972899,chr13,-,113102786,113107888,DKFZp451A211
7972902,chr13,-,113124584,113155840,ADPRHL1
7972912,chr13,-,113158236,113193007,DCUN1D2
7972921,chr13,-,113181230,113181394,---
7972923,chr13,-,113351122,113360502,ATP4B
7972932,chr13,-,113565225,113567664,FLJ41484
7972936,chr13,-,113599043,113651873,FAM70B
7972946,chr13,-,113765295,113916197,RASA3
7973004,chr14,+,19285426,19286368,OR4Q3
7973006,chr14,+,19297908,19298787,OR4H12P
7973010,chr14,+,19365447,19366371,OR4N2
7973012,chr14,+,19414230,19415308,OR4K2
7973014,chr14,+,19458605,19459577,OR4K5
7973016,chr14,+,19473665,19474601,OR4K1
7973018,chr14,+,19513517,19514564,OR4K15
7973020,chr14,+,19540161,19541162,---
7973022,chr14,+,19598043,19598982,OR4L1
7973024,chr14,+,19655405,19656437,OR4K17
7973026,chr14,+,19681734,19682661,OR4N5
7973028,chr14,+,19735334,19736372,OR11G2
7973030,chr14,+,19761708,19762701,OR11H6
7973032,chr14,+,19767400,19768081,OR11H7
7973034,chr14,+,19780737,19781819,OR11H4
7973036,chr14,+,19881612,19895903,PARP2
7973054,chr14,+,19952985,19953103,---
7973056,chr14,+,19993129,19995766,APEX1
7973067,chr14,+,19992538,20015086,NP
7973078,chr14,+,20048470,20049121,RNASE10
7973080,chr14,+,20128400,20145136,LOC254028
7973082,chr14,+,20217409,20217511,---
7973084,chr14,+,20226779,20232073,ANG
7973093,chr14,+,20283938,20286379,FAM12A
7973098,chr14,+,20306425,20308947,FAM12B
7973101,chr14,+,20319049,20320466,RNASE6
7973105,chr14,+,20429401,20430347,RNASE3
7973108,chr14,+,20457640,20458120,LOC643332
7973110,chr14,+,20493469,20494434,RNASE2
7973114,chr14,+,20501574,20501866,---
7973116,chr14,+,20527985,20535027,METT11D1
7973135,chr14,+,20537258,20539870,SLC39A2
7973142,chr14,+,20568184,20570170,TPPP2
7973149,chr14,+,20580224,20582232,RNASE7
7973156,chr14,+,20595820,20596454,RNASE8
7973158,chr14,+,20608315,20627544,FLJ10357
7973182,chr14,+,20646041,20654701,LOC554207
7973185,chr14,+,20855590,20889295,RPGRIP1
7973214,chr14,+,21014753,21037159,TOX4
7973221,chr14,+,21456272,21456771,TRA@
7973296,chr14,+,21203136,21204078,OR4E2
7973298,chr14,+,21390448,21394135,MGC40069
7973303,chr14,+,21545715,22090691,TRA@
7973306,chr14,+,22136986,22151105,ABHD4
7973314,chr14,+,22305570,22310838,OXA1L
7973327,chr14,+,22368931,22374086,MRPL52
7973336,chr14,+,22375632,22386643,MMP14
7973350,chr14,+,22406866,22406966,---
7973352,chr14,+,22410830,22417129,LRP10
7973363,chr14,+,22422271,22426729,REM2
7973369,chr14,+,22581215,22583109,PSMB11
7973371,chr14,+,22634627,22639504,C14orf119
7973377,chr14,+,22845851,22850808,BCL2L2
7973384,chr14,+,22860514,22864382,PABPN1
7973393,chr14,+,22911857,22915452,IL25
7973403,chr14,+,22916095,22918820,CMTM5
7973414,chr14,+,23008737,23017242,NGDN
7973427,chr14,+,23095336,23098626,THTPA
7973433,chr14,+,23175412,23184688,DHRS2
7973444,chr14,+,23330970,23331182,---
7973446,chr14,+,23477779,23479036,C14orf167
7973468,chr14,+,23596263,23608775,LRRC16B
7973510,chr14,+,23609997,23617135,CPNE6
7973530,chr14,+,23633322,23643179,PCK2
7973545,chr14,+,23654588,23663050,WDR23
7973564,chr14,+,23675217,23678016,PSME1
7973580,chr14,+,23670514,23671898,FIT1
7973584,chr14,+,23686498,23699710,RNF31
7973611,chr14,+,23697651,23697771,---
7973613,chr14,+,23686546,23699707,RNF31
7973618,chr14,+,23700101,23705614,IRF9
7973629,chr14,+,23710941,23719299,REC8
7973652,chr14,+,23744801,23747294,TSSK4
7973660,chr14,+,23771968,23778285,GMPR2
7973679,chr14,+,23838924,23844262,C14orf21
7973694,chr14,+,23848000,23851099,LTB4R2
7973702,chr14,+,23849710,23850786,LTB4R
7973709,chr14,+,23907065,23918650,NFATC4
7973724,chr14,+,23937831,23958334,KIAA1305
7973727,chr14,+,23956846,23958328,KIAA1305
7973732,chr14,+,23968980,23980387,KIAA0323
7973743,chr14,+,27803346,27804902,---
7973745,chr14,+,28306037,28308622,FOXG1
7973752,chr14,+,29015740,29015872,---
7973754,chr14,+,29350873,29350975,---
7973756,chr14,+,30098079,30158797,KIAA1333
7973770,chr14,+,30161271,30274769,SCFD1
7973797,chr14,+,30413491,30429573,COCH
7973813,chr14,+,30564433,30624759,AP4S1
7973820,chr14,+,30681895,30682005,---
7973826,chr14,+,31100341,31400180,NUBPL
7973838,chr14,+,31141381,31141454,---
7973840,chr14,+,31616245,31698685,ARHGAP5
7973850,chr14,+,31868229,32372019,AKAP6
7973867,chr14,+,32023833,32023899,---
7973869,chr14,+,32023930,32024001,---
7973873,chr14,+,32030003,32030125,---
7973875,chr14,+,32478209,33343133,NPAS3
7973894,chr14,+,34024943,34025450,LOC644384
7973898,chr14,+,34214848,34214949,---
7973900,chr14,+,34478878,34479453,C14orf19
7973902,chr14,+,34521987,34568522,SRP54
7973918,chr14,+,34585360,34622340,FAM177A1
7973924,chr14,+,34661526,34813019,KIAA0391
7973936,chr14,+,34831324,34856431,PSMA6
7973943,chr14,+,35072998,35076011,INSM2
7973946,chr14,+,35295284,35295417,---
7973948,chr14,+,35365347,35410920,BRMS1L
7973962,chr14,+,35910120,35911325,STELLAR
7973966,chr14,+,36058271,36061473,---
7973968,chr14,+,36158221,36161634,---
7973970,chr14,+,36186041,36188628,FLJ42220
7973972,chr14,+,36194887,36196134,---
7973974,chr14,+,36196523,36216760,PAX9
7973983,chr14,+,36726194,36726267,---
7973985,chr14,+,36736868,37086618,MIPOL1
7974008,chr14,+,37150206,37580397,C14orf25
7974027,chr14,+,37259380,37259517,---
7974029,chr14,+,37334263,37381304,TTC6
7974047,chr14,+,37748071,37752019,SSTR1
7974052,chr14,+,38526230,38526338,---
7974054,chr14,+,38653177,38675793,SIP1
7974066,chr14,+,38714137,38722173,PNN
7974080,chr14,+,38772875,38792326,MIA2
7974090,chr14,+,38806078,38890148,CTAGE5
7974109,chr14,+,41146522,41443498,LRFN5
7974117,chr14,+,44436256,44446210,C14orf28
7974125,chr14,+,44501165,44613384,FAM179B
7974146,chr14,+,44623051,44654554,PRPF39
7974164,chr14,+,44627195,44627261,---
7974166,chr14,+,44674885,44739843,FANCM
7974194,chr14,+,49089100,49089187,---
7974198,chr14,+,49135164,49151140,PPIL5
7974207,chr14,+,49157262,49159168,MGAT2
7974212,chr14,+,49221011,49221133,---
7974214,chr14,+,49229634,49289614,KLHDC1
7974229,chr14,+,49304536,49319606,KLHDC2
7974245,chr14,+,49361742,49363008,---
7974247,chr14,+,49376192,49376295,---
7974249,chr14,+,49429570,49431233,ARF6
7974253,chr14,+,49605035,49605358,---
7974257,chr14,+,49848796,49859493,ATP5S
7974270,chr14,+,50069549,50169534,SPG3A
7974288,chr14,+,50408627,50441438,ABHD12B
7974303,chr14,+,50776635,50794122,TXNDC1
7974314,chr14,+,50780557,50780692,---
7974316,chr14,+,51188325,51267194,FRMD6
7974337,chr14,+,51260570,51260677,---
7974339,chr14,+,51293589,51294240,---
7974341,chr14,+,51396799,51506268,GNG2
7974352,chr14,+,51525977,51541170,C14orf166
7974363,chr14,+,51804180,51813192,PTGDR
7974366,chr14,+,51850765,51865072,PTGER2
7974372,chr14,+,52089615,52174181,GPR137C
7974380,chr14,+,52243645,52264465,PSMC6
7974387,chr14,+,52266632,52311455,STYX
7974404,chr14,+,53933422,53956682,CDKN3
7974418,chr14,+,54046336,54075084,CGRRF1
7974425,chr14,+,54104386,54329783,SAMD4A
7974445,chr14,+,54395682,54395755,---
7974447,chr14,+,54563715,54583181,SOCS4
7974455,chr14,+,54588114,54606665,MAPK1IP1L
7974461,chr14,+,54665624,54681901,LGALS3
7974471,chr14,+,54765687,54774632,---
7974473,chr14,+,54807773,54890080,FBXO34
7974479,chr14,+,54821697,54822029,---
7974481,chr14,+,54835191,54835713,FBXO34
7974483,chr14,+,55116677,55221055,KTN1
7974531,chr14,+,55302715,55304188,LOC645683
7974533,chr14,+,55654845,55837784,PELI2
7974542,chr14,+,56116263,56185985,C14orf101
7974562,chr14,+,56361456,56361563,---
7974564,chr14,+,56741640,56743044,EXOC5
7974566,chr14,+,56805358,56826549,C14orf108
7974576,chr14,+,56927023,56949219,NAT12
7974585,chr14,+,57716241,57716533,---
7974587,chr14,+,57736585,57772106,ACTR10
7974603,chr14,+,57781345,57808479,PSMA3
7974617,chr14,+,57821240,57821872,---
7974619,chr14,+,57824503,57825621,---
7974621,chr14,+,57834974,57910204,ARID4A
7974647,chr14,+,57932385,57945172,TOMM20L
7974653,chr14,+,57964462,58085302,KIAA0586
7974689,chr14,+,58174509,58184791,DACT1
7974695,chr14,+,58331124,58331500,RPL31P4
7974697,chr14,+,58725151,58906224,DAAM1
7974725,chr14,+,59020913,59041834,C14orf100
7974737,chr14,+,59456183,59600030,LRRC9
7974771,chr14,+,59654913,59671280,C14orf135
7974781,chr14,+,59785718,59835559,PPM1A
7974793,chr14,+,60045690,60048278,SIX6
7974799,chr14,+,60271222,60505151,MNAT1
7974811,chr14,+,60316448,60316839,---
7974814,chr14,+,60510797,60510906,---
7974816,chr14,+,60517632,60588929,SLC38A6
7974835,chr14,+,60858185,61087443,PRKCH
7974851,chr14,+,61231991,61284729,HIF1A
7974870,chr14,+,61298827,61332899,SNAPC1
7974882,chr14,+,61532293,61638180,SYT16
7974895,chr14,+,61653827,61664885,FLJ43390
7974900,chr14,+,61667727,61670654,FLJ43390
7974902,chr14,+,62740897,62828312,RHOJ
7974912,chr14,+,63154513,63154615,---
7974914,chr14,+,63158230,63158342,---
7974916,chr14,+,63167148,63167252,---
7974920,chr14,+,63750611,63762922,SYNE2
7975045,chr14,+,63924511,63996478,MTHFD1
7975066,chr14,+,64003577,64006174,AKAP5
7975068,chr14,+,64041173,64070161,ZBTB1
7975076,chr14,+,64077212,64079703,HSPA2
7975081,chr14,+,64086407,64125849,C14orf50
7975095,chr14,+,64240945,64280813,PLEKHG3
7975113,chr14,+,64450892,64471666,CHURC1
7975121,chr14,+,64523259,64599123,FNTB
7975136,chr14,+,64949287,65279715,FUT8
7975154,chr14,+,66022861,66035023,C14orf53
7975167,chr14,+,66043877,66718278,GPHN
7975191,chr14,+,66725898,66765020,FAM71D
7975203,chr14,+,66777773,66872289,MPP5
7975222,chr14,+,66876537,66876646,---
7975224,chr14,+,66896837,66921909,EIF2S1
7975238,chr14,+,67069760,67126008,PLEKHH1
7975268,chr14,+,67156331,67188189,ARG2
7975282,chr14,+,67242425,67242722,---
7975284,chr14,+,67258942,67270920,RDH12
7975292,chr14,+,67356261,68034351,RAD51L1
7975311,chr14,+,68746230,68778825,EXDL2
7975324,chr14,+,68796667,68890936,GALNTL1
7975344,chr14,+,68935703,68997021,SLC39A9
7975354,chr14,+,69037399,69064862,FLJ44817
7975361,chr14,+,69148065,69251612,KIAA0247
7975368,chr14,+,69303581,69308475,SFRS5
7975386,chr12,+,51975602,51979498,---
7975390,chr14,+,69415885,69567197,SMOC1
7975406,chr14,+,69993969,69996375,ADAM21
7975408,chr14,+,70032576,70032680,---
7975410,chr14,+,70146558,70146848,---
7975412,chr14,+,70178256,70211830,TTC9
7975416,chr14,+,70443874,70651852,PCNX
7975453,chr14,+,70934806,70934877,SNORD56B
7975455,chr14,+,70985158,70985428,---
7975457,chr14,+,70997655,71008825,---
7975459,chr14,+,71065794,71275873,SIPA1L1
7975482,chr14,+,71469538,72102991,RGS6
7975506,chr14,+,72462980,72496109,WDR21A
7975521,chr14,+,72594973,72657827,RBM25
7975545,chr14,+,72672895,72760151,PSEN1
7975562,chr14,+,72773957,72811100,PAPLN
7975595,chr14,+,73027396,73029858,C14orf169
7975598,chr14,+,73073680,73080251,ACOT1
7975602,chr14,+,73105697,73112110,ACOT2
7975607,chr14,+,73128162,73132223,ACOT4
7975613,chr14,+,73153300,73156345,ACOT6
7975616,chr14,+,73181330,73238402,DNAL1
7975626,chr14,+,73252323,73253138,---
7975630,chr14,+,73335470,73335573,---
7975632,chr14,+,73388373,73421919,PTGR2
7975645,chr14,+,73423260,73468734,ZNF410
7975661,chr14,+,73486395,73499566,COQ6
7975676,chr14,+,73555811,73602548,C14orf45
7975687,chr14,+,73621251,73735483,LIN52
7975694,chr14,+,73710911,73711209,---
7975696,chr14,+,73775927,73799194,VSX2
7975702,chr14,+,73884918,73896464,C14orf115
7975705,chr14,+,74030215,74031816,ISCA2
7975713,chr14,+,74249602,74273143,FCF1
7975725,chr14,+,74299821,74373766,YLPM1
7975747,chr14,+,74418346,74440203,DLST
7975760,chr14,+,74539364,74546045,EIF2B2
7975770,chr14,+,74557216,74557323,---
7975772,chr14,+,74606051,74614552,FAM164C
7975779,chr14,+,74815233,74818688,FOS
7975787,chr14,+,74964812,75009155,JDP2
7975793,chr14,+,75058536,75083080,BATF
7975799,chr14,+,75114692,75184265,FLVCR2
7975813,chr14,+,75140268,75140374,---
7975815,chr14,+,75197373,75491175,TTLL5
7975851,chr14,+,75521848,75619845,C14orf179
7975863,chr14,+,75688011,75738887,C14orf118
7975876,chr14,+,75907442,76037931,ESRRB
7975889,chr14,+,76297987,76319116,VASH1
7975901,chr14,+,76362477,76406398,C14orf166B
7975924,chr14,+,76426367,76426611,---
7975926,chr14,+,76634330,76653383,KIAA1737
7975932,chr14,+,76717854,76795591,TMEM63C
7975956,chr14,+,76857458,76867693,GSTZ1
7975971,chr14,+,76913228,76927593,C14orf174
7975976,chr14,+,76994125,77005560,AHSA1
7975987,chr14,+,77002406,77002532,---
7975989,chr14,+,77244177,77253696,C14orf156
7975995,chr14,+,77297069,77305823,C14orf178
7976000,chr14,+,77336178,77470049,ADCK1
7976012,chr14,+,78815406,79400513,NRXN3
7976037,chr14,+,80491733,80680526,TSHR
7976053,chr14,+,80738543,80738759,---
7976055,chr14,+,81965967,81966252,---
7976057,chr14,+,81998184,81998284,---
7976059,chr14,+,83286497,83286596,---
7976061,chr14,+,83708852,83708927,---
7976063,chr14,+,83709705,83709773,---
7976065,chr14,+,83709774,83709832,---
7976067,chr14,+,83709832,83709897,---
7976069,chr14,+,84724992,84725227,---
7976073,chr14,+,85066240,85164023,FLRT2
7976080,chr14,+,87541248,87548168,GPR65
7976084,chr14,+,87921764,87974557,SPATA7
7976101,chr14,+,88130482,88149605,ZC3H14
7976126,chr14,+,88356393,88356529,---
7976128,chr14,+,88360730,88414088,TTC8
7976146,chr14,+,88376261,88376360,---
7976148,chr14,+,89112364,89113538,PRO1768
7976154,chr14,+,89158014,89158304,---
7976156,chr14,+,89248607,89248922,---
7976160,chr14,+,89491998,89580861,TDP1
7976182,chr14,+,89597860,89721948,KCNK13
7976187,chr14,+,89713318,89713427,---
7976200,chr14,+,89934028,89940882,CALM1
7976216,chr14,+,90650109,90761456,C14orf159
7976239,chr2,+,232281660,232285805,PTMAP7
7976241,chr14,+,91576133,91577666,---
7976243,chr14,+,91658081,91700296,CPSF2
7976261,chr14,+,91801798,91801904,---
7976263,chr14,+,91859954,92032349,SLC24A4
7976292,chr14,+,92049877,92225087,RIN3
7976307,chr14,+,92330402,92376057,GOLGA5
7976322,chr14,+,92459257,92471382,CHGA
7976333,chr14,+,92721048,92723184,C14orf109
7976336,chr14,+,92743391,92765308,UBR7
7976350,chr14,+,92869317,93243442,KIAA1409
7976402,chr14,+,92883289,92884453,COX8C
7976407,chr14,+,93463483,93465706,FAM181A
7976412,chr14,+,93533394,93544962,C14orf48
7976425,chr14,+,93562476,93585029,OTUB2
7976436,chr14,+,93617427,93638808,FAM14B
7976443,chr14,+,93646831,93652786,IFI27
7976451,chr14,+,93710401,93815825,KIAA1622
7976481,chr14,+,94097535,94105996,SERPINA4
7976488,chr14,+,94117563,94129200,SERPINA5
7976496,chr14,+,94150531,94160142,SERPINA3
7976506,chr14,+,94176814,94183084,SERPINA13
7976512,chr14,+,94709851,94716023,FLJ45244
7976515,chr14,+,95071125,95080581,GLRX5
7976523,chr14,+,95187267,95209542,TCL6
7976544,chr14,+,95222515,95228719,TCL1B
7976554,chr14,+,95251572,95292869,LOC100133207
7976556,chr14,+,95626517,95629882,C14orf132
7976560,chr14,+,95740887,95780419,BDKRB2
7976567,chr14,+,95792311,95800853,BDKRB1
7976571,chr14,+,95899615,95923376,C14orf129
7976578,chr14,+,95928200,96024865,AK7
7976598,chr14,+,96038472,96103201,PAPOLA
7976621,chr14,+,96333436,96417704,VRK1
7976635,chr14,+,98247702,98253850,C14orf177
7976646,chr14,+,98980395,98980502,---
7976648,chr14,+,99017491,99047605,CCNK
7976669,chr14,+,99181232,99212764,HHIPL1
7976681,chr14,+,99220507,99263391,CYP46A1
7976698,chr14,+,99329497,99478148,EML1
7976724,chr14,+,99481404,99481567,---
7976726,chr14,+,99601503,99680326,EVL
7976744,chr14,+,99775095,99814557,YY1
7976755,chr14,+,99859431,99866468,C14orf68
7976766,chr14,+,99912585,100066391,WDR25
7976778,chr14,+,100193606,100208334,C14orf70
7976783,chr14,+,100262916,100271210,DLK1
7976795,chr14,+,100362197,100397113,MEG3
7976804,chr14,+,100419068,100419165,---
7976806,chr14,+,100420791,100420873,---
7976808,chr14,+,100429017,100430399,---
7976810,chr14,+,100466008,100466079,SNORD113-3
7976812,chr14,+,100472580,100472654,SNORD113-4
7976814,chr14,+,100487945,100488022,SNORD114-2
7976816,chr14,+,100489438,100489512,SNORD114-3
7976818,chr14,+,100493255,100493326,SNORD114-6
7976826,chr14,+,100523135,100523206,SNORD114-26
7976828,chr14,+,100541397,100543122,FLJ41170
7976830,chr14,+,100559883,100559946,---
7976832,chr14,+,100561821,100561907,---
7976834,chr14,+,100565723,100565804,---
7976836,chr14,+,100569844,100569926,---
7976838,chr14,+,100575779,100575845,---
7976840,chr14,+,100588535,100588615,---
7976842,chr14,+,100590395,100590471,---
7976844,chr14,+,100590776,100590849,---
7976846,chr14,+,100591508,100591581,---
7976848,chr14,+,100592279,100592359,---
7976850,chr14,+,100595844,100595928,---
7976852,chr14,+,100598139,100598208,---
7976854,chr14,+,100601536,100601627,---
7976856,chr14,+,100602001,100602081,---
7976858,chr14,+,101097664,101098501,DIO3
7976863,chr14,+,101345924,101463828,PPP2R5C
7976874,chr14,+,101339316,101339421,---
7976876,chr14,+,101500617,101586888,DYNC1H1
7976957,chr14,+,101676016,101759762,WDR20
7976967,chr14,+,101855848,101878797,ZNF839
7976976,chr14,+,101899051,102036266,KIAA0329
7977003,chr14,+,102128985,102266666,RCOR1
7977016,chr14,+,102231477,102231585,---
7977018,chr14,+,102313568,102442381,TRAF3
7977033,chr14,+,102458745,102466932,AMN
7977046,chr14,+,102662416,102673529,TNFAIP2
7977058,chr14,+,102870988,102881114,EIF5
7977075,chr14,+,102873938,102874064,SNORA28
7977077,chr14,+,102921453,103039919,MARK3
7977103,chr14,+,102955916,102956078,---
7977105,chr14,+,103065261,103073163,C14orf172
7977119,chr14,+,103099051,103126989,C14orf153
7977125,chr14,+,103103494,103103635,---
7977127,chr14,+,103165277,103222321,KLC1
7977149,chr14,+,103251918,103269753,ZFYVE21
7977161,chr14,+,103506696,103588300,TDRD9
7977201,chr14,+,103549731,103550023,---
7977203,chr14,+,103621800,103648678,LOC374569
7977214,chr14,+,103653494,103653604,---
7977216,chr14,+,103713685,103716984,KIF26A
7977234,chr14,+,104117100,104127228,C14orf180
7977241,chr14,+,104226987,104256992,INF2
7977249,chr14,+,104226987,104256992,INF2
7977273,chr14,+,104261578,104284692,ADSSL1
7977288,chr14,+,104290514,104297041,SIVA1
7977294,chr14,+,104338552,104339943,ZBTB42
7977296,chr14,+,104358582,104361100,MGC23270
7977299,chr14,+,104415281,104434131,KIAA0284
7977319,chr14,+,104462231,104470618,PLD4
7977331,chr14,+,104523660,104532900,C14orf79
7977340,chr4,+,88075225,88245858,BTBD6
7977344,chr14,+,104852125,104935529,PACS2
7977371,chr14,+,104852125,104935529,PACS2
7977373,chr14,+,104957230,105008102,MTA1
7977397,chr14,+,105012175,105017545,CRIP2
7977409,chr14,+,105023698,105026167,CRIP1
7977418,chr14,+,105028627,105036630,C14orf80
7977432,chr14,+,105063997,105067584,TMEM121
7977440,chr14,+,105427024,105459572,FAM30A
7977445,chr14,+,105461656,105469547,KIAA0125
7977474,chr14,-,19406195,19407172,---
7977476,chr14,-,19552259,19553192,OR4K14
7977478,chr14,-,19571842,19572757,OR4K13
7977480,chr14,-,19684062,19684154,---
7977482,chr14,-,19827140,19843993,TTC5
7977497,chr14,-,19849368,19871297,CCNB1IP1
7977507,chr14,-,19881069,19881410,RPPH1
7977511,chr14,-,19903666,19951419,TEP1
7977567,chr14,-,19966809,19968491,KLHL33
7977571,chr14,-,19985056,19992840,OSGEP
7977584,chr14,-,19995857,19999386,TMEM55B
7977592,chr14,-,20017682,20018244,GAFA1
7977596,chr14,-,20094091,20098930,RNASE9
7977598,chr14,-,20120891,20128257,RNASE11
7977606,chr14,-,20128278,20128722,RNASE12
7977609,chr14,-,20178694,20179690,OR6S1
7977611,chr14,-,20207173,20207257,---
7977613,chr14,-,20215017,20215099,---
7977615,chr14,-,20339354,20340398,RNASE1
7977621,chr14,-,20554849,20563503,NDRG2
7977642,chr14,-,20570818,20572784,RNASE13
